chid,casn,dsstox_substance_id,casn_normalized,PUBCHEM_CID
20681.0,111-68-2,DTXSID7020681,111-68-2,
25998.0,116-31-4,DTXSID5025998,116-31-4,
27358.0,1074-82-4,DTXSID5027358,1074-82-4,
25269.0,120-37-6,DTXSID7025269,120-37-6,
47962.0,101-53-1,DTXSID9047962,101-53-1,
30760.0,83905-01-5,DTXSID8030760,83905-01-5,
27507.0,2905-65-9,DTXSID6027507,2905-65-9,
25307.0,1191-41-9,DTXSID6025307,1191-41-9,
21458.0,59820-43-8,DTXSID6021458,59820-43-8,
26888.0,111-78-4,DTXSID0026888,111-78-4,
24507.0,6201-87-2,DTXSID0024507,6201-87-2,
47963.0,843-55-0,DTXSID4047963,843-55-0,
20550.0,62-31-7,DTXSID7020550,62-31-7,
25738.0,552-16-9,DTXSID5025738,552-16-9,
27096.0,142-30-3,DTXSID2027096,142-30-3,
21341.0,96-69-5,DTXSID4021341,96-69-5,
47964.0,370865-89-7,DTXSID9047964,370865-89-7,
26306.0,95-78-3,DTXSID3026306,95-78-3,
24462.0,121-47-1,DTXSID6024462,121-47-1,
34042.0,14866-33-2,DTXSID7034042,14866-33-2,
27007.0,123-62-6,DTXSID1027007,123-62-6,
21690.0,112-37-8,DTXSID8021690,112-37-8,
33433.0,587-63-3,DTXSID8033433,587-63-3,
27186.0,541-41-3,DTXSID1027186,541-41-3,
20200.0,540-51-2,DTXSID8020200,540-51-2,
22007.0,142-96-1,DTXSID1022007,142-96-1,
24625.0,622-20-8,DTXSID1024625,622-20-8,
47965.0,145022-44-2,DTXSID4047965,145022-44-2,
47966.0,84-76-4,DTXSID9047966,84-76-4,
26220.0,63213-29-6,DTXSID8026220,63213-29-6,
25245.0,7320-37-8,DTXSID9025245,7320-37-8,
29733.0,15356-60-2,DTXSID8029733,15356-60-2,
24500.0,98-37-3,DTXSID5024500,98-37-3,
21291.0,7757-82-6,DTXSID1021291,7757-82-6,
21660.0,6262-42-6,DTXSID6021660,6262-42-6,
24473.0,95-85-2,DTXSID5024473,95-85-2,
25617.0,822-36-6,DTXSID9025617,822-36-6,
33402.0,1623-08-1,DTXSID1033402,1623-08-1,
28010.0,40876-98-0,DTXSID2028010,40876-98-0,
26715.0,105-39-5,DTXSID4026715,105-39-5,
25329.0,462-06-6,DTXSID4025329,462-06-6,
33332.0,70831-56-0,DTXSID0033332,70831-56-0,
42514.0,87-99-0,DTXSID7042514,87-99-0,
24887.0,203-64-5,DTXSID1024887,203-64-5,
21672.0,545-06-2,DTXSID0021672,545-06-2,
26661.0,100-50-5,DTXSID1026661,100-50-5,
23786.0,624-83-9,DTXSID1023786,624-83-9,
47967.0,174899-82-2,DTXSID4047967,174899-82-2,
29315.0,17540-75-9,DTXSID8029315,17540-75-9,
21379.0,634-93-5,DTXSID6021379,634-93-5,
29230.0,2160-93-2,DTXSID8029230,2160-93-2,
27595.0,5324-84-5,DTXSID2027595,5324-84-5,
23932.0,1689-99-2,DTXSID7023932,1689-99-2,15533.0
25642.0,96-98-0,DTXSID6025642,96-98-0,
34070.0,76-02-8,DTXSID9034070,76-02-8,
21658.0,123-38-6,DTXSID2021658,123-38-6,
27158.0,501-53-1,DTXSID9027158,501-53-1,
26422.0,75-75-2,DTXSID4026422,75-75-2,
26600.0,96-49-1,DTXSID2026600,96-49-1,
25997.0,472-86-6,DTXSID0025997,472-86-6,
25070.0,147-47-7,DTXSID0025070,147-47-7,
24478.0,29927-08-0,DTXSID0024478,29927-08-0,
24580.0,574-06-1,DTXSID7024580,574-06-1,
26710.0,104-93-8,DTXSID9026710,104-93-8,
33098.0,6338-41-6,DTXSID5033098,6338-41-6,
47968.0,223437-11-4,DTXSID9047968,223437-11-4,
47969.0,2174-16-5,DTXSID4047969,2174-16-5,
25449.0,645-00-1,DTXSID5025449,645-00-1,
26729.0,106-31-0,DTXSID8026729,106-31-0,
25045.0,4074-88-8,DTXSID3025045,4074-88-8,
21576.0,513-88-2,DTXSID7021576,513-88-2,
21618.0,99-94-5,DTXSID6021618,99-94-5,
21762.0,78-92-2,DTXSID9021762,78-92-2,
25740.0,121-90-4,DTXSID9025740,121-90-4,
27328.0,870-72-4,DTXSID3027328,870-72-4,
25276.0,13360-63-9,DTXSID6025276,13360-63-9,
21584.0,504-20-1,DTXSID1021584,504-20-1,
26000.0,478-43-3,DTXSID4026000,478-43-3,
47970.0,654058-04-5,DTXSID3047970,654058-04-5,
24942.0,21285-46-1,DTXSID3024942,21285-46-1,
25312.0,100-74-3,DTXSID5025312,100-74-3,
47971.0,262297-13-2,DTXSID8047971,262297-13-2,
47972.0,6138-23-4,DTXSID3047972,6138-23-4,
21741.0,71-41-0,DTXSID6021741,71-41-0,
21317.0,630-20-6,DTXSID2021317,630-20-6,
26537.0,89-65-6,DTXSID6026537,89-65-6,
24001.0,127-20-8,DTXSID5024001,127-20-8,
21868.0,106-42-3,DTXSID2021868,106-42-3,
20901.0,79-11-8,DTXSID4020901,79-11-8,
24858.0,NOCAS_24858,DTXSID4024858,,
29652.0,1663-39-4,DTXSID8029652,1663-39-4,
21398.0,137-17-7,DTXSID9021398,137-17-7,8717.0
21608.0,589-38-8,DTXSID2021608,589-38-8,
32759.0,481-40-3,DTXSID3032759,481-40-3,
23771.0,4097-22-7,DTXSID2023771,4097-22-7,
29211.0,1141-38-4,DTXSID5029211,1141-38-4,
25404.0,41122-70-7,DTXSID4025404,41122-70-7,
27228.0,592-51-8,DTXSID0027228,592-51-8,
26444.0,77-85-0,DTXSID2026444,77-85-0,
20846.0,70-25-7,DTXSID2020846,70-25-7,
24370.0,540-84-1,DTXSID7024370,540-84-1,
21129.0,103-72-0,DTXSID0021129,103-72-0,
24441.0,7493-63-2,DTXSID3024441,7493-63-2,
33673.0,2365-48-2,DTXSID0033673,2365-48-2,
26325.0,51-66-1,DTXSID6026325,51-66-1,
21772.0,80-52-4,DTXSID3021772,80-52-4,
27120.0,149-44-0,DTXSID7027120,149-44-0,
21879.0,107-12-0,DTXSID1021879,107-12-0,7854.0
24853.0,8021-39-4,DTXSID9024853,8021-39-4,
30604.0,14375-45-2,DTXSID1030604,14375-45-2,
33493.0,609-14-3,DTXSID2033493,609-14-3,
29670.0,6864-37-5,DTXSID6029670,6864-37-5,
21104.0,76-01-7,DTXSID7021104,76-01-7,
25167.0,483-84-1,DTXSID4025167,483-84-1,
24246.0,32534-81-9,DTXSID2024246,32534-81-9,36159.0
29250.0,3048-64-4,DTXSID6029250,3048-64-4,
25483.0,4861-85-2,DTXSID1025483,4861-85-2,
25657.0,612-60-2,DTXSID5025657,612-60-2,
20083.0,7177-48-2,DTXSID9020083,7177-48-2,
21631.0,1072-67-9,DTXSID9021631,1072-67-9,
25342.0,764-42-1,DTXSID7025342,764-42-1,
24880.0,286-20-4,DTXSID6024880,286-20-4,
24521.0,994-05-8,DTXSID8024521,994-05-8,
27227.0,592-45-0,DTXSID5027227,592-45-0,
24108.0,56425-91-3,DTXSID3024108,56425-91-3,
25113.0,108-09-8,DTXSID4025113,108-09-8,
33382.0,23541-50-6,DTXSID0033382,23541-50-6,
29691.0,7727-54-0,DTXSID9029691,7727-54-0,
24554.0,1562-94-3,DTXSID5024554,1562-94-3,
22918.0,488-41-5,DTXSID7022918,488-41-5,
29186.0,542-02-9,DTXSID5029186,542-02-9,
24555.0,495-48-7,DTXSID0024555,495-48-7,
23947.0,75-15-0,DTXSID6023947,75-15-0,
22404.0,835-11-0,DTXSID8022404,835-11-0,
25481.0,75-33-2,DTXSID1025481,75-33-2,
21598.0,111-16-0,DTXSID5021598,111-16-0,
20213.0,13010-08-7,DTXSID7020213,13010-08-7,
24683.0,7756-96-9,DTXSID5024683,7756-96-9,
32813.0,3970-62-5,DTXSID0032813,3970-62-5,
21165.0,110-89-4,DTXSID6021165,110-89-4,
33445.0,10563-29-8,DTXSID2033445,10563-29-8,
27878.0,25584-83-2,DTXSID8027878,25584-83-2,
21638.0,594-72-9,DTXSID4021638,594-72-9,
21287.0,108-30-5,DTXSID7021287,108-30-5,
34095.0,152-11-4,DTXSID2034095,152-11-4,
25759.0,2645-07-0,DTXSID8025759,2645-07-0,
27802.0,19224-26-1,DTXSID0027802,19224-26-1,
20833.0,1634-04-4,DTXSID3020833,1634-04-4,
21546.0,107-94-8,DTXSID5021546,107-94-8,
20678.0,517-28-2,DTXSID8020678,517-28-2,
26082.0,630-16-0,DTXSID6026082,630-16-0,
27636.0,6863-58-7,DTXSID6027636,6863-58-7,
24976.0,50-45-3,DTXSID5024976,50-45-3,
21384.0,75-69-4,DTXSID5021384,75-69-4,
20155.0,622-78-6,DTXSID0020155,622-78-6,
26240.0,7779-30-8,DTXSID6026240,7779-30-8,
21685.0,1125-21-9,DTXSID9021685,1125-21-9,
20517.0,306-37-6,DTXSID6020517,306-37-6,
25689.0,83-66-9,DTXSID7025689,83-66-9,
21319.0,127-18-4,DTXSID2021319,127-18-4,
21652.0,1002-84-2,DTXSID2021652,1002-84-2,
34087.0,60-19-5,DTXSID8034087,60-19-5,
25591.0,105-59-9,DTXSID8025591,105-59-9,
20167.0,108-60-1,DTXSID4020167,108-60-1,7944.0
21881.0,107-15-3,DTXSID5021881,107-15-3,
22315.0,26538-44-3,DTXSID4022315,26538-44-3,
27844.0,25134-21-8,DTXSID6027844,25134-21-8,
25972.0,17369-59-4,DTXSID7025972,17369-59-4,
21636.0,79-31-2,DTXSID4021636,79-31-2,
22227.0,5407-04-5,DTXSID5022227,5407-04-5,
20276.0,77439-76-0,DTXSID6020276,77439-76-0,
47973.0,5613-46-7,DTXSID8047973,5613-46-7,
21267.0,533-31-3,DTXSID9021267,533-31-3,
24127.0,142-82-5,DTXSID6024127,142-82-5,
21646.0,328-42-7,DTXSID8021646,328-42-7,
27905.0,26544-38-7,DTXSID8027905,26544-38-7,
22130.0,874-42-0,DTXSID1022130,874-42-0,
21657.0,1009-61-6,DTXSID7021657,1009-61-6,
33401.0,2743-38-6,DTXSID6033401,2743-38-6,
29152.0,119-10-8,DTXSID3029152,119-10-8,
21679.0,918-00-3,DTXSID5021679,918-00-3,
20298.0,108-90-7,DTXSID4020298,108-90-7,7964.0
21360.0,108-88-3,DTXSID7021360,108-88-3,1140.0
25278.0,2941-64-2,DTXSID6025278,2941-64-2,
27567.0,4300-97-4,DTXSID0027567,4300-97-4,
25637.0,1975-50-4,DTXSID7025637,1975-50-4,
36684.0,1137-42-4,DTXSID5036684,1137-42-4,
20483.0,54150-69-5,DTXSID1020483,54150-69-5,
20117.0,3131-60-0,DTXSID4020117,3131-60-0,
27936.0,27813-02-1,DTXSID5027936,27813-02-1,
26633.0,98-94-2,DTXSID9026633,98-94-2,
26796.0,108-65-6,DTXSID1026796,108-65-6,
25117.0,624-92-0,DTXSID4025117,624-92-0,
20315.0,76-06-2,DTXSID0020315,76-06-2,6423.0
26612.0,97-85-8,DTXSID6026612,97-85-8,
21127.0,63-92-3,DTXSID0021127,63-92-3,5284441.0
20296.0,20265-96-7,DTXSID4020296,20265-96-7,
20279.0,563-47-3,DTXSID1020279,563-47-3,
27149.0,372-09-8,DTXSID0027149,372-09-8,
26157.0,91-08-7,DTXSID2026157,91-08-7,
27223.0,590-01-2,DTXSID5027223,590-01-2,
21899.0,109-06-8,DTXSID9021899,109-06-8,
26837.0,110-19-0,DTXSID5026837,110-19-0,
20971.0,607-57-8,DTXSID2020971,607-57-8,
21601.0,116-16-5,DTXSID7021601,116-16-5,
26894.0,111-88-6,DTXSID4026894,111-88-6,
20622.0,7705-08-0,DTXSID8020622,7705-08-0,
21198.0,318-98-9,DTXSID3021198,318-98-9,62882.0
21901.0,109-60-4,DTXSID6021901,109-60-4,
24291.0,13593-03-8,DTXSID7024291,13593-03-8,
29234.0,2436-90-0,DTXSID8029234,2436-90-0,
26339.0,59-02-9,DTXSID0026339,59-02-9,
25185.0,142-84-7,DTXSID2025185,142-84-7,
27740.0,12645-31-7,DTXSID3027740,12645-31-7,
26025.0,7775-09-9,DTXSID7026025,7775-09-9,
21761.0,78-90-0,DTXSID4021761,78-90-0,
33511.0,7789-21-1,DTXSID3033511,7789-21-1,
21496.0,590-17-0,DTXSID2021496,590-17-0,
26516.0,85-43-8,DTXSID3026516,85-43-8,
20432.0,91-94-1,DTXSID6020432,91-94-1,
44533.0,13029-08-8,DTXSID4044533,13029-08-8,
23883.0,12674-11-2,DTXSID9023883,12674-11-2,
24724.0,111-64-8,DTXSID9024724,111-64-8,
27866.0,25340-17-4,DTXSID4027866,25340-17-4,
24667.0,2425-79-8,DTXSID7024667,2425-79-8,
29668.0,6484-52-2,DTXSID2029668,6484-52-2,
23930.0,75-62-7,DTXSID7023930,75-62-7,
25948.0,7778-50-9,DTXSID5025948,7778-50-9,
27925.0,27193-28-8,DTXSID6027925,27193-28-8,
21334.0,509-14-8,DTXSID5021334,509-14-8,
26701.0,104-15-4,DTXSID0026701,104-15-4,
25983.0,87-66-1,DTXSID6025983,87-66-1,
47974.0,61445-50-9,DTXSID3047974,61445-50-9,
20750.0,542-56-3,DTXSID3020750,542-56-3,
26849.0,110-64-5,DTXSID9026849,110-64-5,
25086.0,693-13-0,DTXSID4025086,693-13-0,
26882.0,111-65-9,DTXSID0026882,111-65-9,
20982.0,504-88-1,DTXSID1020982,504-88-1,
25926.0,3160-37-0,DTXSID7025926,3160-37-0,
25071.0,26780-96-1,DTXSID5025071,26780-96-1,
24501.0,130-17-6,DTXSID0024501,130-17-6,
30047.0,68631-49-2,DTXSID4030047,68631-49-2,
32180.0,35065-27-1,DTXSID2032180,35065-27-1,
25074.0,89-86-1,DTXSID0025074,89-86-1,
20847.0,129-15-7,DTXSID7020847,129-15-7,
25879.0,16323-43-6,DTXSID9025879,16323-43-6,
20484.0,91-93-0,DTXSID6020484,91-93-0,
27249.0,619-66-9,DTXSID3027249,619-66-9,
21482.0,67-64-1,DTXSID8021482,67-64-1,
20009.0,75-05-8,DTXSID7020009,75-05-8,6342.0
22601.0,1397-89-3,DTXSID9022601,1397-89-3,
24534.0,1393-63-1,DTXSID7024534,1393-63-1,
24559.0,532-82-1,DTXSID0024559,532-82-1,
39242.0,71-43-2,DTXSID3039242,71-43-2,241.0
24616.0,12083-48-6,DTXSID2024616,12083-48-6,
33264.0,13319-75-0,DTXSID9033264,13319-75-0,
24715.0,1306-19-0,DTXSID0024715,1306-19-0,
24740.0,8024-48-4,DTXSID7024740,8024-48-4,
20306.0,67-66-3,DTXSID1020306,67-66-3,
24786.0,327-97-9,DTXSID3024786,327-97-9,
33326.0,NOCAS_33326,DTXSID6033326,,
20327.0,1066-30-4,DTXSID4020327,1066-30-4,
24832.0,481-74-3,DTXSID6024832,481-74-3,
20340.0,10026-24-1,DTXSID7020340,10026-24-1,
24840.0,1277-43-6,DTXSID0024840,1277-43-6,
21827.0,98-82-8,DTXSID1021827,98-82-8,7406.0
24906.0,8003-22-3,DTXSID7024906,8003-22-3,
21909.0,109-89-7,DTXSID6021909,109-89-7,
25065.0,11024-24-1,DTXSID1025065,11024-24-1,
25203.0,992-59-6,DTXSID3025203,992-59-6,
25215.0,3648-20-2,DTXSID7025215,3648-20-2,
20584.0,64-17-5,DTXSID9020584,64-17-5,
20583.0,140-88-5,DTXSID4020583,140-88-5,8821.0
25326.0,102-54-5,DTXSID9025326,102-54-5,
31366.0,90045-36-6,DTXSID8031366,90045-36-6,
33539.0,39025-23-5,DTXSID1033539,39025-23-5,
21731.0,67-56-1,DTXSID2021731,67-56-1,887.0
20813.0,115-09-3,DTXSID5020813,115-09-3,
25600.0,7220-79-3,DTXSID0025600,7220-79-3,
20868.0,75-09-2,DTXSID0020868,75-09-2,
25709.0,1271-28-9,DTXSID8025709,1271-28-9,
26563.0,93-83-4,DTXSID8026563,93-83-4,
33863.0,105-06-6,DTXSID2033863,105-06-6,
33896.0,10026-13-8,DTXSID9033896,10026-13-8,
25934.0,25703-79-1,DTXSID1025934,25703-79-1,
25963.0,13889-92-4,DTXSID8025963,13889-92-4,
23835.0,149845-06-7,DTXSID9023835,149845-06-7,
23837.0,7789-38-0,DTXSID9023837,7789-38-0,
33979.0,361-09-1,DTXSID9033979,361-09-1,
32061.0,7789-12-0,DTXSID6032061,7789-12-0,
33983.0,7681-38-1,DTXSID3033983,7681-38-1,
26040.0,11099-03-9,DTXSID0026040,11099-03-9,
26054.0,8046-19-3,DTXSID4026054,8046-19-3,
32129.0,21850-44-2,DTXSID3032129,21850-44-2,
26107.0,17831-71-9,DTXSID2026107,17831-71-9,
21354.0,1271-19-8,DTXSID3021354,1271-19-8,
21383.0,79-01-6,DTXSID0021383,79-01-6,6575.0
34085.0,9002-93-1,DTXSID8034085,9002-93-1,
26294.0,67-97-0,DTXSID6026294,67-97-0,
34102.0,500-62-9,DTXSID4034102,500-62-9,
22432.0,218-01-9,DTXSID0022432,218-01-9,
28306.0,67701-03-5,DTXSID7028306,67701-03-5,
21890.0,108-20-3,DTXSID4021890,108-20-3,
26494.0,80-10-4,DTXSID2026494,80-10-4,
26535.0,89-08-7,DTXSID6026535,89-08-7,
27851.0,25167-70-8,DTXSID5027851,25167-70-8,
26901.0,112-02-7,DTXSID6026901,112-02-7,
26981.0,121-60-8,DTXSID8026981,121-60-8,
27097.0,142-72-3,DTXSID7027097,142-72-3,
27321.0,825-90-1,DTXSID8027321,825-90-1,
27462.0,2235-54-3,DTXSID2027462,2235-54-3,
27486.0,2524-03-0,DTXSID0027486,2524-03-0,
27534.0,3327-22-8,DTXSID3027534,3327-22-8,
27586.0,5039-78-1,DTXSID3027586,5039-78-1,
27591.0,5165-97-9,DTXSID2027591,5165-97-9,
27600.0,5460-09-3,DTXSID4027600,5460-09-3,
27647.0,7351-61-3,DTXSID5027647,7351-61-3,
28016.0,44992-01-0,DTXSID2028016,44992-01-0,
28028.0,52556-42-0,DTXSID6028028,52556-42-0,
28460.0,68391-01-5,DTXSID4028460,68391-01-5,
29108.0,75-59-2,DTXSID3029108,75-59-2,
29184.0,515-74-2,DTXSID5029184,515-74-2,
29240.0,2768-02-7,DTXSID2029240,2768-02-7,
29277.0,6258-06-6,DTXSID9029277,6258-06-6,
29327.0,25327-89-3,DTXSID2029327,25327-89-3,
29362.0,40372-72-3,DTXSID3029362,40372-72-3,
29608.0,109-53-5,DTXSID8029608,109-53-5,
29688.0,7720-78-7,DTXSID0029688,7720-78-7,
29739.0,16872-11-0,DTXSID8029739,16872-11-0,
39235.0,81-49-2,DTXSID4039235,81-49-2,6681.0
39240.0,28300-74-5,DTXSID3039240,28300-74-5,
20138.0,531-85-1,DTXSID7020138,531-85-1,
20235.0,10043-52-4,DTXSID5020235,10043-52-4,
20399.0,538-41-0,DTXSID2020399,538-41-0,
20513.0,598-64-1,DTXSID6020513,598-64-1,
20624.0,14484-64-1,DTXSID8020624,14484-64-1,
20680.0,1121-92-2,DTXSID2020680,1121-92-2,
20862.0,56-49-5,DTXSID0020862,56-49-5,
20928.0,10101-97-0,DTXSID7020928,10101-97-0,
20937.0,7631-99-4,DTXSID6020937,7631-99-4,
21174.0,59536-65-1,DTXSID5021174,59536-65-1,
21264.0,7446-08-4,DTXSID4021264,7446-08-4,
21312.0,7411-49-6,DTXSID7021312,7411-49-6,
21351.0,7772-99-8,DTXSID8021351,7772-99-8,
21408.0,900-95-8,DTXSID6021408,900-95-8,
21462.0,136-23-2,DTXSID0021462,136-23-2,
23550.0,84449-90-1,DTXSID3023550,84449-90-1,
49285.0,367522-96-1,DTXSID5049285,367522-96-1,
25581.0,24140-30-5,DTXSID4025581,24140-30-5,
25237.0,3132-64-7,DTXSID5025237,3132-64-7,
22218.0,4655-34-9,DTXSID6022218,4655-34-9,
23295.0,555-30-6,DTXSID5023295,555-30-6,
26051.0,8052-41-3,DTXSID9026051,8052-41-3,
24448.0,2179-59-1,DTXSID8024448,2179-59-1,
49351.0,701921-71-3,DTXSID6049351,701921-71-3,
49304.0,460092-03-9,DTXSID1049304,460092-03-9,
49244.0,20445-94-7,DTXSID4049244,20445-94-7,
49356.0,765910-73-4,DTXSID1049356,765910-73-4,
49234.0,174899-83-3,DTXSID0049234,174899-83-3,
49342.0,65039-05-6,DTXSID7049342,65039-05-6,
49232.0,174899-66-2,DTXSID0049232,174899-66-2,
49282.0,359845-21-9,DTXSID0049282,359845-21-9,
49231.0,174501-65-6,DTXSID5049231,174501-65-6,
49237.0,188589-32-4,DTXSID5049237,188589-32-4,
49228.0,171058-18-7,DTXSID6049228,171058-18-7,
49283.0,362043-46-7,DTXSID5049283,362043-46-7,
49227.0,169051-76-7,DTXSID1049227,169051-76-7,
49247.0,218151-78-1,DTXSID9049247,218151-78-1,
49352.0,70862-65-6,DTXSID1049352,70862-65-6,
49333.0,61546-00-7,DTXSID8049333,61546-00-7,
49253.0,244193-59-7,DTXSID3049253,244193-59-7,
49299.0,404001-52-1,DTXSID9049299,404001-52-1,
49235.0,174899-90-2,DTXSID5049235,174899-90-2,
49359.0,81995-09-7,DTXSID6049359,81995-09-7,
49381.0,98892-76-3,DTXSID8049381,98892-76-3,
49264.0,292140-86-4,DTXSID2049264,292140-86-4,
49343.0,65039-08-9,DTXSID2049343,65039-08-9,
49266.0,307492-75-7,DTXSID2049266,307492-75-7,
49233.0,174899-72-0,DTXSID5049233,174899-72-0,
49274.0,342573-75-5,DTXSID6049274,342573-75-5,
49219.0,145022-45-3,DTXSID7049219,145022-45-3,
49310.0,516474-01-4,DTXSID5049310,516474-01-4,
49300.0,412009-61-1,DTXSID1049300,412009-61-1,
49281.0,35935-34-3,DTXSID5049281,35935-34-3,
49218.0,143314-16-3,DTXSID2049218,143314-16-3,
49270.0,328090-25-1,DTXSID6049270,328090-25-1,
49249.0,219947-95-2,DTXSID9049249,219947-95-2,
49254.0,244193-64-4,DTXSID8049254,244193-64-4,
49298.0,404001-50-9,DTXSID4049298,404001-50-9,
49290.0,382150-50-7,DTXSID4049290,382150-50-7,
49252.0,244193-50-8,DTXSID8049252,244193-50-8,
49286.0,374564-83-7,DTXSID0049286,374564-83-7,
49250.0,219947-96-3,DTXSID8049250,219947-96-3,
49332.0,61545-99-1,DTXSID3049332,61545-99-1,
49207.0,119171-18-5,DTXSID3049207,119171-18-5,
49361.0,85100-76-1,DTXSID0049361,85100-76-1,
49251.0,244193-48-4,DTXSID3049251,244193-48-4,
49358.0,79917-89-8,DTXSID1049358,79917-89-8,
49297.0,404001-49-6,DTXSID9049297,404001-49-6,
49246.0,216300-12-8,DTXSID4049246,216300-12-8,
49229.0,171058-21-2,DTXSID1049229,171058-21-2,
49248.0,219947-94-1,DTXSID4049248,219947-94-1,
49338.0,623580-02-9,DTXSID3049338,623580-02-9,
49369.0,886439-34-5,DTXSID0049369,886439-34-5,
49378.0,94280-72-5,DTXSID9049378,94280-72-5,
49384.0,1357500-93-6,DTXSID3049384,1357500-93-6,
49385.0,1257647-66-7,DTXSID8049385,1257647-66-7,
49329.0,608140-12-1,DTXSID4049329,608140-12-1,
49289.0,37971-78-1,DTXSID5049289,37971-78-1,
49370.0,88840-42-0,DTXSID9049370,88840-42-0,
49386.0,1426821-81-9,DTXSID3049386,1426821-81-9,
49236.0,17874-63-4,DTXSID0049236,17874-63-4,
49367.0,879866-95-2,DTXSID0049367,879866-95-2,
49387.0,1221445-34-6,DTXSID8049387,1221445-34-6,
49258.0,26576-84-1,DTXSID8049258,26576-84-1,
49263.0,286453-46-1,DTXSID7049263,286453-46-1,
49204.0,112400-85-8,DTXSID8049204,112400-85-8,
49388.0,1770850-20-8,DTXSID3049388,1770850-20-8,
49389.0,1268986-44-2,DTXSID8049389,1268986-44-2,
49259.0,26576-85-2,DTXSID3049259,26576-85-2,
49214.0,13311-31-4,DTXSID2049214,13311-31-4,
49212.0,125652-55-3,DTXSID2049212,125652-55-3,
49360.0,845835-03-2,DTXSID5049360,845835-03-2,
49345.0,65350-59-6,DTXSID2049345,65350-59-6,
49257.0,258273-67-5,DTXSID3049257,258273-67-5,
49205.0,112400-86-9,DTXSID3049205,112400-86-9,
49325.0,597581-48-1,DTXSID4049325,597581-48-1,
49296.0,401788-99-6,DTXSID4049296,401788-99-6,
49363.0,857841-32-8,DTXSID0049363,857841-32-8,
49267.0,32353-64-3,DTXSID7049267,32353-64-3,
49275.0,343952-33-0,DTXSID1049275,343952-33-0,
49368.0,882172-79-4,DTXSID5049368,882172-79-4,
49366.0,874-81-7,DTXSID5049366,874-81-7,
49241.0,203389-28-0,DTXSID9049241,203389-28-0,
49292.0,390423-43-5,DTXSID4049292,390423-43-5,
49238.0,1906-79-2,DTXSID0049238,1906-79-2,
49291.0,3878-80-6,DTXSID9049291,3878-80-6,
49364.0,872-90-2,DTXSID5049364,872-90-2,
49279.0,350-48-1,DTXSID1049279,350-48-1,
49353.0,7324-00-7,DTXSID6049353,7324-00-7,
49305.0,474368-70-2,DTXSID6049305,474368-70-2,
49335.0,623167-81-7,DTXSID8049335,623167-81-7,
49375.0,93457-69-3,DTXSID4049375,93457-69-3,
49276.0,345984-11-4,DTXSID6049276,345984-11-4,
49206.0,117947-85-0,DTXSID8049206,117947-85-0,
49347.0,69227-51-6,DTXSID2049347,69227-51-6,
49372.0,893443-18-0,DTXSID9049372,893443-18-0,
49328.0,608140-09-6,DTXSID9049328,608140-09-6,
49314.0,528818-82-8,DTXSID5049314,528818-82-8,
49269.0,327022-58-2,DTXSID7049269,327022-58-2,
49320.0,56511-19-4,DTXSID9049320,56511-19-4,
49390.0,1224852-54-3,DTXSID7049390,1224852-54-3,
49391.0,817629-57-5,DTXSID2049391,817629-57-5,
49392.0,100-11-8,DTXSID7049392,100-11-8,
49200.0,10022-31-8,DTXSID8049200,10022-31-8,
49393.0,101-85-9,DTXSID2049393,101-85-9,
21902.0,109-64-8,DTXSID1021902,109-64-8,
49203.0,110-53-2,DTXSID3049203,110-53-2,
49395.0,111-24-0,DTXSID2049395,111-24-0,
21929.0,111-25-1,DTXSID4021929,111-25-1,
49396.0,1118-71-4,DTXSID7049396,1118-71-4,
38725.0,112-71-0,DTXSID3038725,112-71-0,
49397.0,112-82-3,DTXSID2049397,112-82-3,
49398.0,116-26-7,DTXSID7049398,116-26-7,
49399.0,120-29-6,DTXSID2049399,120-29-6,
26050.0,103-30-0,DTXSID4026050,103-30-0,
25889.0,100-65-2,DTXSID3025889,100-65-2,
24941.0,821-06-7,DTXSID8024941,821-06-7,
30857.0,84776-26-1,DTXSID2030857,84776-26-1,
25424.0,10039-54-0,DTXSID2025424,10039-54-0,
20548.0,2439-10-3,DTXSID3020548,2439-10-3,
23908.0,191-24-2,DTXSID5023908,191-24-2,
23986.0,544-92-3,DTXSID7023986,544-92-3,
21552.0,294-62-2,DTXSID9021552,294-62-2,
22977.0,60-00-4,DTXSID6022977,60-00-4,
26802.0,108-82-7,DTXSID8026802,108-82-7,
26927.0,112-75-4,DTXSID4026927,112-75-4,
26932.0,112-88-9,DTXSID3026932,112-88-9,
27043.0,127-08-2,DTXSID7027043,127-08-2,
27044.0,127-09-3,DTXSID2027044,127-09-3,
27063.0,136-51-6,DTXSID5027063,136-51-6,
27098.0,142-73-4,DTXSID2027098,142-73-4,
27099.0,142-77-8,DTXSID7027099,142-77-8,
27169.0,526-95-4,DTXSID8027169,526-95-4,
27214.0,563-72-4,DTXSID6027214,563-72-4,
27219.0,582-25-2,DTXSID1027219,582-25-2,
27269.0,629-73-2,DTXSID1027269,629-73-2,
27580.0,4860-03-1,DTXSID3027580,4860-03-1,
27594.0,5281-04-9,DTXSID7027594,5281-04-9,
27599.0,5421-46-5,DTXSID2027599,5421-46-5,
27617.0,6289-46-9,DTXSID3027617,6289-46-9,
27624.0,6419-19-8,DTXSID2027624,6419-19-8,
27652.0,7446-81-3,DTXSID4027652,7446-81-3,
27728.0,10595-72-9,DTXSID5027728,10595-72-9,
